Short name,,2G CGI,SDCCH Blocking Rate [BBH],SDCCH Drop Call Rate [BBH],TCH Blocking Rate [BBH],TCH Drop Call Rate [BBH],Handover Success Rate [BBH],RX Quality [BBH],Total Voice Traffic,Handover Success Rate_Denom [BBH],Drop Call Rate_Nom [BBH],Drop Call Rate_Denom [BBH],Number of TRX [BBH],ICM%[BBH],Cell Downtime [sec] [BBH],TCH Utilization [BBH],Handover Success Rate_Nom [BBH]
NTPC83C,24-Feb-23,404-96-2470-51833,0,0,0,0.27,97.06,99.17,18.51,102,0,48,2,0.11,0,41.97,99
,25-Feb-23,404-96-2470-51833,0,0.78,0,0.27,97.92,98.78,11.9,48,0,21,2,0,0,21.62,47
,26-Feb-23,404-96-2470-51833,0,1.12,0,0.27,100,98.87,13.96,23,0,28,2,0.46,0,21.06,23
,27-Feb-23,404-96-2470-51833,0,0,0,0,87.5,99.21,12.09,16,0,24,2,0,0,18.04,14
,28-Feb-23,404-96-2470-51833,0,0.88,0,0,98.65,99.54,10.59,74,0,44,2,0.3,0,21.67,73
PADL66A,24-Feb-23,404-96-2630-64661,0,0,0,2.56,100,98.86,0.74,3,0,8,2,0,0,1.97,3
,25-Feb-23,404-96-2630-64661,0,0,0,0,100,94.72,0.55,3,0,3,2,0,0,2.29,3
,26-Feb-23,404-96-2630-64661,0,0,0,0,100,93.34,0.29,3,0,3,2,0,0,0.85,3
,27-Feb-23,404-96-2630-64661,0,0,,0,100,93.7,0.52,13,0,0,2,0.26,0,1.61,13
,28-Feb-23,404-96-2630-64661,0,0,0,0,100,96.81,0.8,4,0,5,2,0.49,0,2.93,4
PADL66B,24-Feb-23,404-96-2630-64662,0,0,0,0,100,99.88,0.66,7,0,4,2,0,0,3.3,7
,25-Feb-23,404-96-2630-64662,0,0,0,0,100,99.87,0.3,2,0,3,2,0,0,1.49,2
,26-Feb-23,404-96-2630-64662,0,0,,0,,99.82,0.04,0,0,0,2,0,0,0.34,0
,27-Feb-23,404-96-2630-64662,,,,0,100,99.84,0.25,1,0,,2,0,0,1.87,1
,28-Feb-23,404-96-2630-64662,0,0,0,0,92.31,99.95,0.66,13,0,3,2,0,0,5.78,12
PADL66C,24-Feb-23,404-96-2630-64663,0,0,0,0,92.86,99.35,1.77,14,0,9,2,0,0,11.57,13
,25-Feb-23,404-96-2630-64663,0,0,0,0,93.75,99.39,1.17,16,0,5,2,0,0,5.85,15
,26-Feb-23,404-96-2630-64663,0,0,0,0,100,97.68,0.34,1,0,4,2,0,0,1.17,1
,27-Feb-23,404-96-2630-64663,0,0,0,0,100,92.07,0.97,17,0,3,2,0,0,2.75,17
,28-Feb-23,404-96-2630-64663,0,0,0,0,100,92.15,1.4,7,0,2,2,0,0,6.56,7
RAJP63A,24-Feb-23,404-96-1670-24631,0,0,0,0,98.41,93.87,16.02,63,0,39,2,0,0,32.58,62
,25-Feb-23,404-96-1670-24631,0,0,0,0,98.36,96,16.61,61,1,41,2,0,0,27.4,60
,26-Feb-23,404-96-1670-24631,0,0,0,0.81,89.19,95.08,10.05,37,1,35,2,0.07,0,17.31,33
,27-Feb-23,404-96-1670-24631,0,0,0,1.77,81.13,93.3,12.99,53,0,34,2,0,0,22.91,43
,28-Feb-23,404-96-1670-24631,0,0,0,1.77,97.44,91.97,14.97,39,0,36,2,0,0,29.18,38
RAJP63B,24-Feb-23,404-96-1670-24632,0,0,0,0.68,96.43,98.23,20.32,56,0,45,2,0,0,28.38,54
,25-Feb-23,404-96-1670-24632,0,0,0,0.68,94.52,97.87,21,73,0,76,2,0,0,29.05,69
,26-Feb-23,404-96-1670-24632,0,0,0,0,98.91,97.46,14.82,92,0,34,2,0,0,27.82,91
,27-Feb-23,404-96-1670-24632,0,0,0,0,95.7,97.02,16.63,93,0,57,2,0,0,33.26,89
,28-Feb-23,404-96-1670-24632,0,0,0,0,98.51,97.4,17.19,67,0,27,2,0,0,27.48,66
RAJP63C,24-Feb-23,404-96-1670-24633,0,0,0,0.76,81.25,96.77,10.35,32,0,25,2,0,0,15.27,26
,25-Feb-23,404-96-1670-24633,0,0,0,0.76,100,98.05,13.18,1,0,6,2,0,0,21.46,1
,26-Feb-23,404-96-1670-24633,0,1.33,0,0.76,94.29,97.97,15.26,35,0,36,2,0,0,26.04,33
,27-Feb-23,404-96-1670-24633,0,0,0,0,100,97.19,10.83,21,0,38,2,0,0,24.21,21
,28-Feb-23,404-96-1670-24633,0,0,0,0,96,96.99,12.31,25,0,49,2,0,0,31.56,24
RAMP44A,24-Feb-23,404-96-2600-19441,0,0,0,0.78,97.3,92.81,40.27,111,1,108,2,0,0,72.67,108
,25-Feb-23,404-96-2600-19441,0,0,0,1.09,90,93.85,41.07,80,2,78,2,0,0,61.5,72
,26-Feb-23,404-96-2600-19441,0,0,0,1.57,87.62,94.33,49.03,105,0,93,2,0,0,81.3,92
,27-Feb-23,404-96-2600-19441,0,0.19,0,1.16,95.38,94.72,41.28,65,1,90,2,0,0,70.94,62
,28-Feb-23,404-96-2600-19441,0,0.27,0,1.23,94.74,94.73,39.15,133,2,103,2,0,0,70.97,126
RAMP44B,24-Feb-23,404-96-2600-19442,0,0.33,0,0.6,91.67,93.88,21.26,84,0,72,2,0,0,32.37,77
,25-Feb-23,404-96-2600-19442,0,0.34,0,0.6,78.85,93.5,27.81,52,0,60,2,0,0,45.82,41
,26-Feb-23,404-96-2600-19442,0,0.53,0,0.6,92.08,95.14,24.82,101,2,80,2,0.09,0,38.03,93
,27-Feb-23,404-96-2600-19442,0,0.4,0,0.83,95.31,95.71,24.3,64,0,66,2,0,0,47.75,61
,28-Feb-23,404-96-2600-19442,0,0.36,0,0.83,90,97.06,19.66,120,1,90,2,0,0,46.39,108
RAMP44C,24-Feb-23,404-96-2600-19443,0,0,0,0.27,93.4,96.27,63.04,106,3,205,2,0,0,119.23,99
,25-Feb-23,404-96-2600-19443,0,0.25,0,0.76,97.79,96.13,74.36,136,0,238,2,0,0,111.58,133
,26-Feb-23,404-96-2600-19443,0,0,0,0.49,80.95,96.45,85.74,189,0,221,2,0,0,188.86,153
,27-Feb-23,404-96-2600-19443,0,0,0,0.49,91.88,96.32,62.66,160,0,188,2,0.2,0,99.59,147
,28-Feb-23,404-96-2600-19443,0,0.11,0,0,93.91,96.33,67.73,115,1,229,2,0,0,125.57,108
SAIN73A,24-Feb-23,404-96-1780-60731,0,0,0,1.73,93.64,95.84,59.1,110,0,126,2,0,0,98.33,103
,25-Feb-23,404-96-1780-60731,0,0,0,0,90.81,95.85,56.98,185,0,105,2,0,0,86.01,168
,26-Feb-23,404-96-1780-60731,0,0,0,0,93.33,95.93,56.99,105,0,116,2,0,0,89.33,98
,27-Feb-23,404-96-1780-60731,0,0,0,0,90.07,96.13,56.77,151,0,127,2,0,0,81.25,136
,28-Feb-23,404-96-1780-60731,0,0,0,0,92.27,96.24,62.02,194,1,101,2,0,0,112.06,179
SAIN73B,24-Feb-23,404-96-1780-60732,0,0,0,0,91.67,97.8,22.44,48,0,55,2,0,0,52.2,44
,25-Feb-23,404-96-1780-60732,0,0,0,0,98.21,97.42,24.96,56,0,88,2,0,0,65.87,55
,26-Feb-23,404-96-1780-60732,0,0,0,0,97.5,97.7,19.71,40,1,134,2,0,0,33.7,39
,27-Feb-23,404-96-1780-60732,0,0,0,0.25,95.74,97.67,29.36,47,0,95,2,0,0,43.53,45
,28-Feb-23,404-96-1780-60732,0,0,0,0.25,97.78,97.56,22.1,45,0,72,2,0,0,41.68,44
SAIN73C,24-Feb-23,404-96-1780-60733,0,0,0,0,88.89,95.53,21.38,27,0,65,2,0,0,29.26,24
,25-Feb-23,404-96-1780-60733,0,0,0,0,89.47,95.71,21.68,38,0,95,2,0,0,37.29,34
,26-Feb-23,404-96-1780-60733,0,0,0,0,90,95.61,19.5,20,0,22,2,0,0,28.23,18
,27-Feb-23,404-96-1780-60733,,,,0,95,95.83,21.59,60,1,,2,,0,34.75,57
,28-Feb-23,404-96-1780-60733,0,0,0,0,95,95.91,17.56,40,0,71,2,0,0,27.23,38
SGKH64A,24-Feb-23,404-96-1670-46641,0,0,0,0.76,93.41,98.03,30.97,91,0,83,2,0.41,0,55.38,85
,25-Feb-23,404-96-1670-46641,0,0,0,0.76,91.04,97.26,29.89,67,0,57,2,0.08,0,57.03,61
,26-Feb-23,404-96-1670-46641,0,0,0,0.35,97.18,97.63,37.1,71,0,72,2,1.49,0,57.41,69
,27-Feb-23,404-96-1670-46641,0,0,0,0,100,97.31,32.08,65,0,79,2,0.42,0,68.19,65
,28-Feb-23,404-96-1670-46641,0,0,0,0,97.92,97.62,26.6,48,0,41,2,0.46,0,50.95,47
SGKH64B,24-Feb-23,404-96-1670-46642,0,0,0,0.67,86.92,97.65,32.56,107,1,98,2,0.34,0,75.65,93
,25-Feb-23,404-96-1670-46642,0,0,0,1.01,95.95,97.37,34.43,74,2,69,2,0.24,0,91.7,71
,26-Feb-23,404-96-1670-46642,0,0,0,1.98,96.55,97.3,28.26,87,0,88,2,0.21,0,66.91,84
,27-Feb-23,404-96-1670-46642,0,0,0,1.31,94.12,97.78,25.94,34,0,61,2,0.09,0,46.19,32
,28-Feb-23,404-96-1670-46642,0,0,0,0.97,97.01,97.53,28.93,67,1,59,2,0.07,0,56.96,65
SGKH64C,24-Feb-23,404-96-1670-46643,0,0,0,0,100,95.39,18.73,11,0,51,2,0.4,0,28.74,11
,25-Feb-23,404-96-1670-46643,0,0,0,0,80,97.28,19.53,25,0,38,2,0.22,0,43.18,20
,26-Feb-23,404-96-1670-46643,0,0,0,0,90,98.38,15.59,10,0,37,2,0,0,35.93,9
,27-Feb-23,404-96-1670-46643,0,0,0,0,100,97.93,14.53,19,0,68,2,0.07,0,44.22,19
,28-Feb-23,404-96-1670-46643,0,0,0,0,100,97.36,16.9,21,0,39,2,0.13,0,29.83,21
SHNT78A,24-Feb-23,404-96-3080-33781,0,0,0,0.88,80,95.16,24.61,10,0,52,2,0,0,45.64,8
,25-Feb-23,404-96-3080-33781,0,2.06,0,0.88,53.85,96.51,20.85,13,1,38,2,0,0,44.28,7
,26-Feb-23,404-96-3080-33781,0,2.4,0,0.88,69.23,97.04,19.86,13,4,66,2,0,0,38.35,9
,27-Feb-23,404-96-3080-33781,0,2,0,2.9,50,96.51,25.06,2,0,31,2,0,0,49.08,1
,28-Feb-23,404-96-3080-33781,0,3.25,0,2.9,100,96.35,22.95,4,0,30,2,0,0,46.11,4
SHNT78B,24-Feb-23,404-96-3080-33782,0,1.23,0,4.97,95.56,95.39,12.73,45,2,50,2,0,0,25.13,43
,25-Feb-23,404-96-3080-33782,0,1.2,0,5.26,95.24,94.85,12.15,42,1,44,2,0.06,0,27.9,40
,26-Feb-23,404-96-3080-33782,0,0,0,3.8,94.74,95.57,15.11,19,1,29,2,0,0,25.2,18
,27-Feb-23,404-96-3080-33782,0,1.3,0,3.24,97.5,96.44,9.58,40,1,16,2,0,0,18.14,39
,28-Feb-23,404-96-3080-33782,0,0,0,3.99,93.75,96.66,16.21,48,0,24,2,0,0,34.95,45
SHNT78C,24-Feb-23,404-96-3080-33783,0,0,0,0.43,90.62,96.92,19.41,32,2,51,2,0,0,42.24,29
,25-Feb-23,404-96-3080-33783,0,0.88,0,1.31,84.62,95.22,20.69,26,1,50,2,0,0,46.27,22
,26-Feb-23,404-96-3080-33783,0,1.54,0,1.97,95.35,94.7,18.78,43,0,45,2,0,0,42.74,41
,27-Feb-23,404-96-3080-33783,0,1.28,0,1.97,100,95.12,19.1,25,0,43,2,0.28,0,43.11,25
,28-Feb-23,404-96-3080-33783,0,1.59,0,0.67,100,95.79,14.62,40,0,22,2,0,0,37.23,40
SKTH50A,24-Feb-23,404-96-2470-59501,0,0,0,0,97.62,95.95,16.65,42,0,59,2,0,0,33.7,41
,25-Feb-23,404-96-2470-59501,0,0,0,0,94.12,97.35,19.03,17,0,30,2,0,0,51,16
,26-Feb-23,404-96-2470-59501,0,0,0,0,100,97.73,17.09,9,0,31,2,0,0,35.04,9
,27-Feb-23,404-96-2470-59501,0,0,0,0,100,97.62,17.6,18,2,53,2,0,0,33.8,18
,28-Feb-23,404-96-2470-59501,0,0,0,1.26,75,95.67,14.32,12,0,25,2,0,0,25.93,9
SKTH50B,24-Feb-23,404-96-2470-59502,0,0,0,1.14,97.08,93.78,47.06,137,0,113,2,0,0,92.87,133
,25-Feb-23,404-96-2470-59502,0,0,0,0.39,97.08,93.73,50.49,137,0,159,2,0,0,92.13,133
,26-Feb-23,404-96-2470-59502,0,0,0,0,98.33,93.88,50.11,120,0,138,2,0,0,108.36,118
,27-Feb-23,404-96-2470-59502,0,0,0,0,96.88,93.85,53.17,160,2,129,2,0,0,114.19,155
,28-Feb-23,404-96-2470-59502,0,0,0,0.52,92.63,94.22,47.86,95,0,138,2,0,0,66.84,88
SKTH50C,24-Feb-23,404-96-2470-59503,0,0,12.9,0.14,80.3,93.01,128.73,66,0,378,2,0,0,239.48,53
,25-Feb-23,404-96-2470-59503,0,0.17,0.46,0,78.57,92.95,130.74,42,1,214,2,0,0,206.68,33
,26-Feb-23,404-96-2470-59503,0,0.5,7.9,0.16,77.65,92.54,128.64,85,0,296,2,0,0,304.75,66
,27-Feb-23,404-96-2470-59503,0,0.34,0,0.16,75.76,92.46,136.23,66,1,218,2,0,0,206.26,50
,28-Feb-23,404-96-2470-59503,0,0.13,0,0.31,89.83,92.42,124.25,59,5,308,2,0,0,217.94,53
STD926B,24-Feb-23,404-96-2530-3648,0,0,0,0.84,96.1,97.94,23.95,77,0,68,2,0.1,0,44.12,74
,25-Feb-23,404-96-2530-3648,0,0,0,0.84,99.04,98.14,22.2,104,0,59,2,0.56,0,32.53,103
,26-Feb-23,404-96-2530-3648,0,0,0,0.84,98.48,97.47,25.25,66,0,33,2,0.27,0,57.68,65
,27-Feb-23,404-96-2530-3648,0,0,0,0,91.36,97.86,19.82,81,0,64,2,0.7,0,32.21,74
,28-Feb-23,404-96-2530-3648,0,0,0,0,96.67,97.6,22.06,90,0,27,2,0.29,0,45.19,87
STD926C,24-Feb-23,404-96-2530-3649,0,0,0,0.91,97.06,96.78,15.66,68,1,55,2,0.07,0,30.54,66
,25-Feb-23,404-96-2530-3649,0,0,0,1,83.75,97.61,11.37,80,1,38,2,0.41,0,27.38,67
,26-Feb-23,404-96-2530-3649,0,0,0,1.48,98.59,97.72,11.62,71,0,57,2,0.1,0,27.45,70
,27-Feb-23,404-96-2530-3649,0,0,0,1.48,95.77,97.48,15.4,71,0,35,2,0.1,0,32.69,68
,28-Feb-23,404-96-2530-3649,0,0,0,0.88,90.48,97.52,13.39,63,0,42,2,0.2,0,24.85,57
TIHR82A,24-Feb-23,404-96-2780-53821,0,0,0,0.2,90.32,98.27,44.41,31,2,118,2,0,0,60.33,28
,25-Feb-23,404-96-2780-53821,0,0,0,0.56,97.3,98.16,48.43,37,0,81,2,0,0,64.39,36
,26-Feb-23,404-96-2780-53821,0,0,0,0.56,95.52,98.24,52.65,67,0,136,2,0,0,109.33,64
,27-Feb-23,404-96-2780-53821,0,0,0,0.56,98.11,98.6,53.44,53,1,125,2,0,0,56.71,52
,28-Feb-23,404-96-2780-53821,0,0,0,0.27,96.97,98.46,47.15,33,0,84,2,0,0,53.4,32
TIHR82B,24-Feb-23,404-96-2780-53822,0,0,0,0.27,91.92,96.88,44.42,99,1,108,2,0,0,72.06,91
,25-Feb-23,404-96-2780-53822,0,0,0,0.31,98.35,95.89,39.24,121,0,82,2,0,0,73.46,119
,26-Feb-23,404-96-2780-53822,0,0,0,0.31,91.89,96.09,43.28,74,1,109,2,0,0,70.72,68
,27-Feb-23,404-96-2780-53822,0,0,0,0.61,97.73,95.85,37.48,88,0,84,2,0,0,80.87,86
,28-Feb-23,404-96-2780-53822,0,0,0,0.31,90.28,96.33,38.24,72,0,127,2,0,0,64.97,65
TIHR82C,24-Feb-23,404-96-2780-53823,0,0,0,0,96,97.04,16.33,25,1,26,2,0,0,42.95,24
,25-Feb-23,404-96-2780-53823,0,0,0,1.28,97.01,97.3,21.14,67,0,51,2,0,0,38.64,65
,26-Feb-23,404-96-2780-53823,0,2.63,0,1.28,95.65,97.68,15.36,23,0,10,2,0,0,26.8,22
,27-Feb-23,404-96-2780-53823,0,0,0,1.28,92.19,96.7,17.66,64,0,39,2,0,0,39.38,59
,28-Feb-23,404-96-2780-53823,0,0,0,0,97.1,95.33,17.28,69,0,58,2,0,0,29.16,67
