Short nam,,2G CGI,SDCCH Blocking Rate [BBH],SDCCH Drop Call Rate [BBH],TCH Blocking Rate [BBH],TCH Drop Call Rate [BBH],Handover Success Rate [BBH],RX Quality [BBH],Total Voice Traffic,Handover Success Rate_Denom [BBH],Drop Call Rate_Nom [BBH],Drop Call Rate_Denom [BBH],Number of TRX [BBH],ICM%[BBH],Cell Downtime [sec] [BBH],TCH Utilization [BBH],Handover Success Rate_Nom [BBH]
,04-Mar-23,404-96-2550-59073,0,0.23,3.77,0.63,97.04,97.58,85.22,371,1,203,2,0,0,211.27,360
MNSW80A,28-Feb-23,404-96-1740-53801,0,0,0,0.71,97.39,96.96,34.56,115,0,75,2,0.24,0,57.84,112
,01-Mar-23,404-96-1740-53801,0,0,0,0.71,93.09,97.32,40.01,188,1,96,2,0.11,0,85.61,175
,02-Mar-23,404-96-1740-53801,0,0,0,1.06,93.1,97.58,30.38,145,0,53,2,0.08,0,56.13,135
,03-Mar-23,404-96-1740-53801,0,0,0,0.35,95.77,97.41,33.23,142,0,114,2,0.2,0,44.14,136
,04-Mar-23,404-96-1740-53801,0,0,0,0.35,97.7,95.83,28.92,87,0,106,2,0.07,0,43.8,85
MNSW80B,28-Feb-23,404-96-1740-53802,0,0.33,0,0,92.02,95.82,54.6,163,1,135,2,0.07,0,76.25,150
,01-Mar-23,404-96-1740-53802,0,0,0,0.25,88.5,95.65,55.79,200,1,161,2,0,0,81.41,177
,02-Mar-23,404-96-1740-53802,0,0,0,0.45,95.48,95.66,55.11,199,0,82,2,0.08,0,85.78,190
,03-Mar-23,404-96-1740-53802,0,0,0,0.45,88.46,95.48,47.7,130,0,148,2,0.29,0,85.26,115
,04-Mar-23,404-96-1740-53802,0,0,0,0.21,90.6,95.51,51.02,117,1,101,2,0.52,0,81.1,106
MNSW80C,28-Feb-23,404-96-1740-53803,0,0,0,0,97.13,95.5,46.83,244,0,103,2,0.08,0,63.21,237
,01-Mar-23,404-96-1740-53803,0,0,0,0,97.84,94.39,48.67,232,0,86,2,0,0,70.07,227
,02-Mar-23,404-96-1740-53803,0,0,0,0,97.42,94.47,63,271,0,128,2,0.67,0,88.87,264
,03-Mar-23,404-96-1740-53803,0,1.18,0,0,90.04,94.06,57.96,271,0,86,2,0.23,0,89.32,244
,04-Mar-23,404-96-1740-53803,0,0.56,0,0,97.22,94.74,45.69,216,0,92,2,0.57,0,60.45,210
MUF62A,28-Feb-23,404-96-2300-18621,0,0.89,0,4.36,95,87.28,47.18,100,3,108,2,0,0,75.22,95
,01-Mar-23,404-96-2300-18621,0,0.42,0,4.73,96.85,88.49,46.96,127,5,106,2,0,0,67.65,123
,02-Mar-23,404-96-2300-18621,0,0,0,3.38,100,89.74,39.3,49,0,49,2,0.16,0,55.81,49
,03-Mar-23,404-96-2300-18621,0,0,0,2.5,97.73,88.73,46.65,44,0,72,2,0.08,0,68.8,43
,04-Mar-23,404-96-2300-18621,0,0,0,1.57,97.06,88.61,34.39,34,0,52,2,0.08,0,43.81,33
MUF62B,28-Feb-23,404-96-2300-18622,0,4.5,0,2.51,95.12,93.82,30.24,82,0,99,2,0,0,52.03,78
,01-Mar-23,404-96-2300-18622,0,0.48,0,1.05,86.3,95.43,28.75,146,1,94,2,0,0,39.21,126
,02-Mar-23,404-96-2300-18622,0,0,0,0.74,93.1,95.74,24.85,87,0,64,2,0,0,35.95,81
,03-Mar-23,404-96-2300-18622,0,0,0,0.35,97.06,96.84,27.3,34,1,67,2,0,0,37.44,33
,04-Mar-23,404-96-2300-18622,0,0,0,0.85,95.83,97.48,23.03,72,0,73,2,0,0,36.71,69
MUF62C,28-Feb-23,404-96-2300-18623,0,2.02,0,0.9,83.33,96.76,40.25,60,1,109,2,0,0,62.51,50
,01-Mar-23,404-96-2300-18623,0,1.06,0,1.21,65.71,96.86,37.53,35,0,95,2,0,0,63.72,23
,02-Mar-23,404-96-2300-18623,0,0,0,0.62,89.13,96.66,32.67,46,0,54,2,0,0,56.74,41
,03-Mar-23,404-96-2300-18623,0,0,0,0.31,90,96.44,29.78,80,0,71,2,0,0,46.22,72
,04-Mar-23,404-96-2300-18623,0,0,0,0,89.74,96.01,21.52,39,0,51,2,0,0,28.17,35
MVNA50A,28-Feb-23,404-96-2535-48501,0,0,0,0,93.55,98.61,9.94,31,0,20,2,0,0,20.2,29
,01-Mar-23,404-96-2535-48501,0,0,0,0,98.21,97.69,15.7,56,1,43,2,0,0,32.46,55
,02-Mar-23,404-96-2535-48501,0,0,0,0.78,100,97.14,10.6,42,0,46,2,0,0,16.97,42
,03-Mar-23,404-96-2535-48501,0,0,0,0.78,98.21,97.31,10.3,56,0,24,2,0,0,23.92,55
,04-Mar-23,404-96-2535-48501,0,0,0,0.78,100,97.53,10.18,64,0,20,2,0,0,22.18,64
MVNA50B,28-Feb-23,404-96-2535-48502,0,0,0,0.4,87.5,94.92,19.59,40,0,35,2,0,0,49.25,35
,01-Mar-23,404-96-2535-48502,0,0,0,0.4,79.55,94.87,32.61,44,0,133,2,0,0,85.78,35
,02-Mar-23,404-96-2535-48502,0,0,0,0.4,82.76,95.19,24.69,29,0,72,2,0,0,51.86,24
,03-Mar-23,404-96-2535-48502,0,0,0,0,97.3,94.99,28.57,37,0,70,2,0,0,55.48,36
,04-Mar-23,404-96-2535-48502,0,0.85,0,0,86.9,96.29,22.94,84,0,50,2,0,0,58.3,73
MVNA50C,28-Feb-23,404-96-2535-48503,0,0,0,0.46,68.18,90.48,24.8,22,1,52,2,0,0,41.06,15
,01-Mar-23,404-96-2535-48503,0,0,0,0.64,80.33,90.12,62.71,61,0,198,2,0,0,99.6,49
,02-Mar-23,404-96-2535-48503,0,0.56,0,0.64,87.5,90.65,18.29,32,0,55,2,0,0,32.02,28
,03-Mar-23,404-96-2535-48503,0,0,0,0.64,76.92,90.75,21.39,26,0,60,2,0,0,37.92,20
,04-Mar-23,404-96-2535-48503,0,0,0,0,87.5,92.09,23.61,24,0,45,2,0,0,40.29,21
MPR39A,28-Feb-23,404-96-1780-54391,0,0,0,0.49,98,97.4,57.93,50,0,132,2,0,0,101.9,49
,01-Mar-23,404-96-1780-54391,0,0,0,0.2,100,97.15,59.64,32,0,188,2,0,0,97.51,32
,02-Mar-23,404-96-1780-54391,0,0.39,0,0.2,98,97.77,55.9,50,0,111,2,0,0,88.33,49
,03-Mar-23,404-96-1780-54391,0,0.31,0,0,96.97,97.56,61.1,66,0,158,2,0,0,77.15,64
,04-Mar-23,404-96-1780-54391,0,0,0,0,97.73,97.58,60.81,44,0,149,2,0,0,75.93,43
MPR39B,28-Feb-23,404-96-1780-54392,0,0,0,0.64,93.1,96.73,48.93,58,1,122,2,0,0,73.02,54
,01-Mar-23,404-96-1780-54392,0,0,0,0.62,96,96.53,43.75,75,0,64,2,0,0,75.15,72
,02-Mar-23,404-96-1780-54392,0,0,0,0.62,85.71,96.78,41.21,35,0,83,2,0,0,61.84,30
,03-Mar-23,404-96-1780-54392,0,0.44,0,0.27,87.8,96.83,38.29,41,0,86,2,0,0,64.53,36
,04-Mar-23,404-96-1780-54392,0,0,0,0,70,97.25,41.92,30,0,74,2,0,0,63.08,21
MPR39C,28-Feb-23,404-96-1780-54393,0,0,0,0.66,97.3,97.95,39.65,37,0,94,2,0,0,63.82,36
,01-Mar-23,404-96-1780-54393,0,0,0,0.66,95.65,97.43,38.49,46,0,108,2,0,0,92.55,44
,02-Mar-23,404-96-1780-54393,0,0,0,0.38,94.44,98.02,49.11,54,0,121,2,0,0,78.81,51
,03-Mar-23,404-96-1780-54393,0,0,0,0,93.85,97.86,41.78,65,0,113,2,0,0,53.54,61
,04-Mar-23,404-96-1780-54393,0,0.57,0,0,100,97.84,43.25,24,0,89,2,0,0,70.18,24
NGNA95A,28-Feb-23,404-96-2550-58951,0,0,0,0,83.56,95.89,44.55,298,2,273,2,0,0,61.88,249
,01-Mar-23,404-96-2550-58951,0,0,0,0.24,94.48,96.38,34.18,145,0,90,2,0.35,0,55.91,137
,02-Mar-23,404-96-2550-58951,0,0.29,0,0.24,81.89,97.22,32.35,243,0,164,2,0.4,0,55.22,199
,03-Mar-23,404-96-2550-58951,0,0,0,0.24,90.91,96.74,36.6,187,0,164,2,0.36,0,66.4,170
,04-Mar-23,404-96-2550-58951,0,0,0,0,90.53,97.27,31.81,190,1,145,2,0.82,0,47.18,172
NGNA95B,28-Feb-23,404-96-2550-58952,0,0,0,1.33,85.22,94.81,24.84,318,2,100,2,0,0,42.01,271
,01-Mar-23,404-96-2550-58952,0,0,0,1.99,87.72,94.18,13.38,228,0,126,2,0.12,0,20.63,200
,02-Mar-23,404-96-2550-58952,0,0,0,1.31,89.25,93.66,17,279,2,132,2,0.38,0,29.19,249
,03-Mar-23,404-96-2550-58952,0,0,0,1.17,87.71,93.41,25.53,301,4,145,2,0.51,0,37.57,264
,04-Mar-23,404-96-2550-58952,0,0,0,1.42,91.05,92.29,19.89,313,3,145,2,0.14,0,33.26,285
NGNA95C,28-Feb-23,404-96-2550-58953,0,0,0,0,95.92,96.38,103,147,0,17,2,83.66,0,150.17,141
,01-Mar-23,404-96-2550-58953,0,0,0,0,97.73,97.63,61.97,88,0,20,2,72.04,0,91.32,86
,02-Mar-23,404-96-2550-58953,0,0,0,0,90.22,95.92,65.67,92,1,13,2,68.82,0,101.17,83
,03-Mar-23,404-96-2550-58953,0,0,0,2.56,98.41,95.13,69.49,63,0,17,2,75.26,0,111.71,62
,04-Mar-23,404-96-2550-58953,0,0,0,2.56,99.17,93.95,54.36,121,1,14,2,66.24,0,77,120
NIAT75A,28-Feb-23,404-96-2780-51751,0,0,0,0.65,100,92.23,13.97,12,1,34,2,0,0,29.37,12
,01-Mar-23,404-96-2780-51751,0,0,0,0.98,97.14,94.42,15.95,35,0,13,2,0,0,27.74,34
,02-Mar-23,404-96-2780-51751,0,0,0,0.98,100,92.11,23.72,21,0,31,2,0,0,47.3,21
,03-Mar-23,404-96-2780-51751,0,0,0,0.98,94.74,92.27,14.61,19,1,43,2,0,0,29.69,18
,04-Mar-23,404-96-2780-51751,0,0,0,0.78,94.74,90.93,20.13,38,0,51,2,0,0,36.5,36
NIAT75B,28-Feb-23,404-96-2780-51752,0,0,0,0,100,92.97,24.52,6,0,63,2,0,0,37.02,6
,01-Mar-23,404-96-2780-51752,0,0,0,0,100,90.52,30.97,10,0,47,2,0,0,41.19,10
,02-Mar-23,404-96-2780-51752,0,0,0,0,38.46,90.26,29.4,13,0,79,2,0,0,62.3,5
,03-Mar-23,404-96-2780-51752,0,0,0,0,100,91.55,36.01,10,1,121,2,0,0,69.22,10
,04-Mar-23,404-96-2780-51752,0,0,0,0.28,82.35,93.16,29.3,17,0,72,2,0,0,48.47,14
NIAT75C,28-Feb-23,404-96-2780-51753,0,0,0,0,94.23,97.31,12.18,52,0,46,2,0,0,21.59,49
,01-Mar-23,404-96-2780-51753,0,0,0,0,96.08,96.59,10.85,51,0,32,2,0,0,22.5,49
,02-Mar-23,404-96-2780-51753,0,0,0,0,100,96.66,9.58,38,0,16,2,0,0,19.82,38
,03-Mar-23,404-96-2780-51753,0,0,0,0,96,97.55,11.35,50,0,21,2,0,0,21.98,48
,04-Mar-23,404-96-2780-51753,0,0,0,0,100,97.72,9.82,45,0,29,2,0,0,20.05,45
NIMA86A,28-Feb-23,404-96-2470-61861,0,0,0,0.91,92.73,93.3,36.69,55,1,92,2,0,0,76.9,51
,01-Mar-23,404-96-2470-61861,0,0.93,0,0.69,94.74,92.45,39.98,57,0,115,2,0,0,92.89,54
,02-Mar-23,404-96-2470-61861,0,0,0,0.69,87.93,93.62,46.44,58,1,101,2,0,0,141.55,51
,03-Mar-23,404-96-2470-61861,0,0,0,0.69,96.67,92.59,45.62,30,0,102,2,0,0,92.21,29
,04-Mar-23,404-96-2470-61861,0,0,0,0.33,100,93.8,37.98,49,0,94,2,0,0,81.87,49
NIMA86B,28-Feb-23,404-96-2470-61862,0,0,0,0.27,86.78,93.52,32.2,121,4,95,2,0,0,56.01,105
,01-Mar-23,404-96-2470-61862,0,0.45,0,1.4,92.91,93.47,38.08,141,0,85,2,0,0,60.4,131
,02-Mar-23,404-96-2470-61862,0,0.37,0,1.4,93.98,93.84,43.41,166,0,122,2,0,0,86.33,156
,03-Mar-23,404-96-2470-61862,0,0,0,1.4,86.6,94.35,39.67,97,0,87,2,0,0,77.12,84
,04-Mar-23,404-96-2470-61862,0,0,0,0,94.67,93.66,40.3,169,2,113,2,0.11,0,79.01,160
NIMA86C,28-Feb-23,404-96-2470-61863,0,0,0,0.78,90.7,93.11,17.02,43,3,44,2,0,0,26.37,39
,01-Mar-23,404-96-2470-61863,0,0,0,2.27,93.18,92.92,17.01,44,0,40,2,0,0,32.22,41
,02-Mar-23,404-96-2470-61863,0,0.36,0,2.27,93.1,92.97,20.54,29,0,29,2,0,0,34.97,27
,03-Mar-23,404-96-2470-61863,0,0,0,2.27,93.88,91.98,19.66,98,0,64,2,0,0,38.68,92
,04-Mar-23,404-96-2470-61863,0,0,0,0,96.08,91.85,16.47,102,0,56,2,0,0,34.21,98
PADL66A,28-Feb-23,404-96-2630-64661,0,0,0,0,100,96.81,0.8,4,0,5,2,0.49,0,2.93,4
,01-Mar-23,404-96-2630-64661,0,0.12,0,0,100,92.67,0.94,7,0,25,2,0,0,3.76,7
,02-Mar-23,404-96-2630-64661,0,0,0,0,90.62,89.78,8.42,32,0,46,2,0,0,17.88,29
,03-Mar-23,404-96-2630-64661,0,0,0,0,93.1,86.79,14.39,29,1,41,2,0,0,38.89,27
,04-Mar-23,404-96-2630-64661,0,0,0,0.81,87.23,90.18,13.69,47,0,49,2,0,0,24.39,41
PADL66B,28-Feb-23,404-96-2630-64662,0,0,0,0,92.31,99.95,0.66,13,0,3,2,0,0,5.78,12
,01-Mar-23,404-96-2630-64662,0,0,0,0,100,99.78,0.68,4,0,1,2,0,0,7.42,4
,02-Mar-23,404-96-2630-64662,0,0,0,0,100,99.76,7.35,4,0,16,2,0,0,16.33,4
,03-Mar-23,404-96-2630-64662,0,0,0,0,95.92,99.74,6.73,49,0,30,2,0,0,23.82,47
,04-Mar-23,404-96-2630-64662,0,0,0,0,100,99.41,5.7,5,0,15,2,0,0,13.22,5
PADL66C,28-Feb-23,404-96-2630-64663,0,0,0,0,100,92.15,1.4,7,0,2,2,0,0,6.56,7
,01-Mar-23,404-96-2630-64663,0,0,0,0,100,93.7,1.78,15,0,5,2,0,0,13.57,15
,02-Mar-23,404-96-2630-64663,0,0,0,0,94.74,97.82,18.08,38,0,62,2,0,0,50.14,36
,03-Mar-23,404-96-2630-64663,0,0,0,0,85.87,96.47,29.34,92,0,79,2,0,0,86.62,79
,04-Mar-23,404-96-2630-64663,0,0,0,0,84.29,94.9,25.08,70,0,92,2,0,0,63,59
PATH51A,28-Feb-23,404-96-2480-41511,0,0,0,1.75,100,90.24,3.33,2,0,7,2,0,0,16.69,2
,01-Mar-23,404-96-2480-41511,0,0,0,1.75,100,88.44,4.6,16,0,28,2,0,0,15.29,16
,02-Mar-23,404-96-2480-41511,0,0.93,0,0,100,90.37,7.98,5,0,5,2,0,0,22.87,5
,03-Mar-23,404-96-2480-41511,0,0,0,0,100,93.88,6.56,5,0,25,2,0,0,13.5,5
,04-Mar-23,404-96-2480-41511,0,0,0,0,100,96.51,5.8,2,1,17,2,0,0,14.92,2
PATH51B,28-Feb-23,404-96-2480-41512,0,0,0,16.67,100,92.85,1.82,6,0,5,2,0,0,5.6,6
,01-Mar-23,404-96-2480-41512,0,0,0,0,100,93.18,2.97,7,0,1,2,0,0,9.83,7
,02-Mar-23,404-96-2480-41512,0,0,0,0,100,97.73,3.18,6,0,11,2,0,0,9.84,6
,03-Mar-23,404-96-2480-41512,0,0,,0,,97.83,2.92,0,0,0,2,0,0,17.01,0
,04-Mar-23,404-96-2480-41512,0,0,0,0,100,99.94,2.55,2,0,6,2,0,0,8.92,2
PATH51C,28-Feb-23,404-96-2480-41513,0,0,0,0.69,100,97.8,11.12,5,0,30,2,0,0,25.62,5
,01-Mar-23,404-96-2480-41513,0,0,0,0.69,91.67,98.9,14.09,12,0,61,2,0,0,33.9,11
,02-Mar-23,404-96-2480-41513,0,0,0,0,100,99.39,6.56,1,0,16,2,0,0,14.99,1
,03-Mar-23,404-96-2480-41513,0,0,0,0,100,99.28,10.91,16,0,17,2,0,0,28.27,16
,04-Mar-23,404-96-2480-41513,0,0,0,0,100,99.4,10.95,15,0,44,2,0,0,30.57,15
PING96A,28-Feb-23,404-96-2340-38961,0,2.83,0,0.37,97.14,97.82,29.13,35,0,44,2,0,0,40.05,34
,01-Mar-23,404-96-2340-38961,0,2.38,0,0.37,93.18,98.41,32.09,44,2,57,2,0,0,47.97,41
,02-Mar-23,404-96-2340-38961,0,0,0,1.17,97.44,97.36,25.94,39,0,76,2,0,0,51.6,38
,03-Mar-23,404-96-2340-38961,0,0,0,1.17,93.33,97.5,25.56,30,1,102,2,0,0,49.26,28
,04-Mar-23,404-96-2340-38961,0,0,0,1.5,100,97.28,14.75,47,0,55,2,0,0,40.51,47
PING96B,28-Feb-23,404-96-2340-38962,0,3.08,0,2.32,91.67,96.28,29.93,12,1,76,2,0,0,45.04,11
,01-Mar-23,404-96-2340-38962,0,0,0,1.7,11.11,97.45,33.42,9,2,44,2,0,0,52.19,1
,02-Mar-23,404-96-2340-38962,0,0,0,1.95,41.67,96.55,33.78,12,0,84,2,0,0,50.68,5
,03-Mar-23,404-96-2340-38962,0,0,0,1.95,66.67,96.41,17.37,12,0,79,2,0.06,0,38.83,8
,04-Mar-23,404-96-2340-38962,0,0,0,1.52,50,95.2,10.65,2,0,3,2,0,0,24.26,1
PING96C,28-Feb-23,404-96-2340-38963,0,2.34,0,0,97.73,98.96,11.09,44,0,43,2,0.91,0,21.67,43
,01-Mar-23,404-96-2340-38963,0,1.28,0,0,100,98.31,13.88,25,1,33,2,0.14,0,23.82,25
,02-Mar-23,404-96-2340-38963,0,0,0,1.01,97.44,97.72,14.78,39,0,53,2,0.06,0,37.36,38
,03-Mar-23,404-96-2340-38963,0,0,0,1.01,100,96.85,13.34,36,0,36,2,0,0,27.74,36
,04-Mar-23,404-96-2340-38963,0,0,0,1.01,100,97.43,14.53,39,0,46,2,0.23,0,29.19,39
RAJP63A,28-Feb-23,404-96-1670-24631,0,0,0,1.77,97.44,91.97,14.97,39,0,36,2,0,0,29.18,38
,01-Mar-23,404-96-1670-24631,0,0,0,0.95,100,92.93,15.55,31,0,55,2,0,0,31.69,31
,02-Mar-23,404-96-1670-24631,0,0,0,0,98.08,94.2,18.26,52,0,37,2,0,0,30.82,51
,03-Mar-23,404-96-1670-24631,0,0,0,0,94.29,95.68,16.91,35,1,23,2,0,0,26.58,33
,04-Mar-23,404-96-1670-24631,0,0,0,1.45,100,94.09,15.62,16,0,37,2,0,0,31.35,16
RAJP63B,28-Feb-23,404-96-1670-24632,0,0,0,0,98.51,97.4,17.19,67,0,27,2,0,0,27.48,66
,01-Mar-23,404-96-1670-24632,0,0,0,0,96.43,97.67,19.05,56,0,34,2,0,0,35.21,54
,02-Mar-23,404-96-1670-24632,0,0,0,0,100,98.22,17.81,41,0,50,2,0,0,34.61,41
,03-Mar-23,404-96-1670-24632,0,0,0,0,93.75,98.06,15.73,48,0,53,2,0,0,29.52,45
,04-Mar-23,404-96-1670-24632,0,1.35,0,0,87.23,98.5,14.73,47,0,39,2,0,0,35.13,41
RAJP63C,28-Feb-23,404-96-1670-24633,0,0,0,0,96,96.99,12.31,25,0,49,2,0,0,31.56,24
,01-Mar-23,404-96-1670-24633,0,0,0,0,100,97.27,8.71,10,0,16,2,0,0,17.59,10
,02-Mar-23,404-96-1670-24633,0,0,0,0,90,97.82,9.09,20,0,23,2,0,0,27.61,18
,03-Mar-23,404-96-1670-24633,0,0,0,0,88.46,97.18,10.15,26,0,33,2,0,0,20.88,23
,04-Mar-23,404-96-1670-24633,0,0,0,0,100,96.49,10.88,18,0,29,2,0,0,16.51,18
RAMP44A,28-Feb-23,404-96-2600-19441,0,0.27,0,1.23,94.74,94.73,39.15,133,2,103,2,0,0,70.97,126
,01-Mar-23,404-96-2600-19441,0,0.29,0,1.02,95.24,94.64,29.95,84,0,80,2,0,0,51.19,80
,02-Mar-23,404-96-2600-19441,0,0,0,1.02,92.63,94.73,32.06,95,1,104,2,0,0,74.07,88
,03-Mar-23,404-96-2600-19441,0,0,0,0.97,93.75,94.33,46.21,32,0,31,2,0,0,55.44,30
,04-Mar-23,404-96-2600-19441,0,0,0,0.32,97.01,95.35,41.11,67,1,66,2,0,0,59.84,65
RAMP44B,28-Feb-23,404-96-2600-19442,0,0.36,0,0.83,90,97.06,19.66,120,1,90,2,0,0,46.39,108
,01-Mar-23,404-96-2600-19442,0,0,0,1.2,94.12,96.85,20.86,68,0,51,2,0,0,39.1,64
,02-Mar-23,404-96-2600-19442,0,0,0,0.37,92.5,97.4,15.1,80,0,62,2,0,0,25.37,74
,03-Mar-23,404-96-2600-19442,0,0,0,0.37,89.09,96,17.38,55,0,50,2,0,0,23.83,49
,04-Mar-23,404-96-2600-19442,0,0,0,0,94.44,96.61,14.24,54,0,57,2,0,0,23.88,51
RAMP44C,28-Feb-23,404-96-2600-19443,0,0.11,0,0,93.91,96.33,67.73,115,1,229,2,0,0,125.57,108
,01-Mar-23,404-96-2600-19443,0,0,0,0.15,94.5,96.61,59.79,109,0,161,2,0,0,127.26,103
,02-Mar-23,404-96-2600-19443,0,0,0,0.15,91.53,97.09,49.98,118,0,161,2,0,0,120.85,108
,03-Mar-23,404-96-2600-19443,0,0,0,0.15,90.71,97.57,60.99,140,1,193,2,0,0,107.11,127
,04-Mar-23,404-96-2600-19443,0,0.33,0,0.17,94.17,97.19,64.67,103,0,129,2,0,0,108.41,97
RTH136A,28-Feb-23,404-96-1610-58361,0,0,0,0.69,100,92.62,51.14,18,0,88,2,0.75,0,91.61,18
,01-Mar-23,404-96-1610-58361,0,0.43,0,0.34,97.5,92.43,39.13,80,3,96,2,0.13,0,61.35,78
,02-Mar-23,404-96-1610-58361,0,0,0,1.27,94.03,91.27,43.59,67,0,85,2,0.49,0,89.5,63
,03-Mar-23,404-96-1610-58361,0,0,0,1.04,100,91.6,38.77,36,0,93,2,0.14,0,70.94,36
,04-Mar-23,404-96-1610-58361,0,0,0,1.04,100,92.28,39.93,44,0,121,2,0.36,0,87.35,44
RTH136B,28-Feb-23,404-96-1610-58362,0,0,0,0,85.19,97.51,34.05,81,2,108,2,0.48,0,62.14,69
,01-Mar-23,404-96-1610-58362,0,0,0,0.93,91.75,97.18,27.96,97,1,94,2,0.5,0,55.55,89
,02-Mar-23,404-96-1610-58362,0,0,0,0.97,97.8,96.51,24.79,91,0,93,2,0.27,0,44.5,89
,03-Mar-23,404-96-1610-58362,0,0,0,0.97,95.18,96.46,22.19,83,0,49,2,0.41,0,42.43,79
,04-Mar-23,404-96-1610-58362,0,0,0,0.35,93.33,96.74,24.64,90,0,107,2,0,0,51.1,84
RTH136C,28-Feb-23,404-96-1610-58363,0,0,0,0,100,96,37.07,15,0,110,2,0.62,0,91.69,15
,01-Mar-23,404-96-1610-58363,0,0,0,0,92.31,96.01,37.23,13,1,197,2,0.7,0,89.27,12
,02-Mar-23,404-96-1610-58363,0,0,0,0.17,94.12,96.03,32.54,17,0,168,2,0.97,0,78.41,16
,03-Mar-23,404-96-1610-58363,0,0,0,0.17,100,96.08,32.12,17,0,82,2,0.28,0,52.55,17
,04-Mar-23,404-96-1610-58363,0,0,0,0.17,85.71,96.53,28.66,21,0,88,2,0.54,0,53.83,18
SAIN73A,28-Feb-23,404-96-1780-60731,0,0,0,0,92.27,96.24,62.02,194,1,101,2,0,0,112.06,179
,01-Mar-23,404-96-1780-60731,0,0,0,0.33,90.3,96.41,58.26,134,1,85,2,0,0,82.67,121
,02-Mar-23,404-96-1780-60731,0,0,0,0.72,93.89,96.63,58.22,131,0,171,2,0,0,85.36,123
,03-Mar-23,404-96-1780-60731,0,0,0,0.72,94.89,97.07,59.8,137,0,97,2,0,0,85.63,130
,04-Mar-23,404-96-1780-60731,0,0,0,0.39,87.37,97.02,56.94,95,0,72,2,0,0,81.85,83
SAIN73B,28-Feb-23,404-96-1780-60732,0,0,0,0.25,97.78,97.56,22.1,45,0,72,2,0,0,41.68,44
,01-Mar-23,404-96-1780-60732,0,0,0,0.25,100,97.36,23.55,28,0,136,2,0,0,32.02,28
,02-Mar-23,404-96-1780-60732,0,0,0,0,97.5,97.6,29.39,40,0,179,2,0,0,46.07,39
,03-Mar-23,404-96-1780-60732,0,0,0,0,97.56,97.77,29.66,41,0,95,2,0,0,44.69,40
,04-Mar-23,404-96-1780-60732,0,0,0,0,97.44,98.17,27.34,39,0,90,2,0,0,48.39,38
SAIN73C,28-Feb-23,404-96-1780-60733,0,0,0,0,95,95.91,17.56,40,0,71,2,0,0,27.23,38
,01-Mar-23,404-96-1780-60733,0,0.46,0,0,90,95.53,22.5,30,0,102,2,0.18,0,50.17,27
,02-Mar-23,404-96-1780-60733,0,0,0,0,89.09,95.09,21.3,55,0,72,2,0,0,36.52,49
,03-Mar-23,404-96-1780-60733,0,0,0,0,84.21,95.35,19.88,38,0,85,2,0,0,33.16,32
,04-Mar-23,404-96-1780-60733,0,0,0,0,91.3,96.01,22.94,23,0,59,2,0,0,35.82,21
SGKH64A,28-Feb-23,404-96-1670-46641,0,0,0,0,97.92,97.62,26.6,48,0,41,2,0.46,0,50.95,47
,01-Mar-23,404-96-1670-46641,0,0,0,0,90.52,97.63,29.57,116,3,85,2,0,0,81.85,105
,02-Mar-23,404-96-1670-46641,0,0,0,1.18,98.91,97.34,30.34,92,1,93,2,0,0,57.9,91
,03-Mar-23,404-96-1670-46641,0,0,0,1.53,86.05,97.5,27.71,43,0,57,2,0.35,0,45.92,37
,04-Mar-23,404-96-1670-46641,0,0,0,1.53,100,97.04,25.44,97,0,63,2,0.08,0,47.84,97
SGKH64B,28-Feb-23,404-96-1670-46642,0,0,0,0.97,97.01,97.53,28.93,67,1,59,2,0.07,0,56.96,65
,01-Mar-23,404-96-1670-46642,0,0,0,0.56,94.16,97.66,37.21,137,6,108,2,0.17,0,83.74,129
,02-Mar-23,404-96-1670-46642,0,0,0,2.42,96.52,97.39,39.87,115,0,167,2,0.17,0,89.62,111
,03-Mar-23,404-96-1670-46642,0,0,0,2.42,93.46,98,34.79,107,0,85,2,0,0,85.34,100
,04-Mar-23,404-96-1670-46642,0,0,0,1.85,96.71,98.09,35.47,152,2,81,2,0.22,0,74.93,147
SGKH64C,28-Feb-23,404-96-1670-46643,0,0,0,0,100,97.36,16.9,21,0,39,2,0.13,0,29.83,21
,01-Mar-23,404-96-1670-46643,0,0,0,0,88.89,96.8,12.55,9,0,36,2,0.12,0,21.13,8
,02-Mar-23,404-96-1670-46643,0,0,0,0,100,95.81,15.96,20,0,50,2,0,0,31.86,20
,03-Mar-23,404-96-1670-46643,0,0,0,0,98.04,95.92,14.56,51,2,66,2,0.2,0,44.01,50
,04-Mar-23,404-96-1670-46643,0,0,0,1.01,100,95.38,15.94,39,0,28,2,0.71,0,32.22,39
SHNT78A,28-Feb-23,404-96-3080-33781,0,3.25,0,2.9,100,96.35,22.95,4,0,30,2,0,0,46.11,4
,01-Mar-23,404-96-3080-33781,0,0,0,2.02,100,96.69,18.31,11,0,47,2,0,0,38.72,11
,02-Mar-23,404-96-3080-33781,0,0,0,0,94.74,96.94,20.26,57,0,34,2,0,0,39.84,54
,03-Mar-23,404-96-3080-33781,0,0,0,0,93.33,95.47,21.02,30,0,47,2,0,0,36.26,28
,04-Mar-23,404-96-3080-33781,0,0,0,0,82.14,96.14,18.18,28,0,40,2,0,0,33.83,23
